"Record ID","Repeat Instrument","Repeat Instance","Historic Data","Date Record Entered:","Type of Climb","Date of Climb","Name of Climb:","Grade of Climb (YDS):","Grade of Climb (YDS):","Grade of Climb (Fr):","Grade of Climb (Fr):","Grade of Climb (V Scale):","Grade of Climb (V Scale):","Difficulty Calc","Type of Protection:","Type of Ascent:","Type of Ascent:",Repeat?,"Second Go?",Followed?,"Pink Point?","Notes about the Climb","Climbing Area:","Wall/Boulder Within Area:",Latitude,Longitude,Complete?,"Upload Picture","Picture Notes:",Complete?
859,,,,2020-01-06,Route,2020-01-05,Areteouffee,5.11d,5.11d,,,,,16,Sport,"Hang/Attempted - No Send",,,,,,Hard!,"Jackson Falls","Applejack Wall",,,Complete,,,
860,,,,2020-01-20,Boulder,2020-01-19,"Super Mario",,,,,V3,V3,15,,,Flash,,,,,,Rocktown,"Hueco Simulator",,,Complete,,,
861,,,,2020-01-20,Boulder,2020-01-19,Luigi,,,,,V3,V3,15,,,Flash,,,,,,Rocktown,"Hueco Simulator",,,Complete,,,
862,,,,2020-01-20,Boulder,2020-01-19,Yoshi,,,,,V4,V4,17,,,Flash,,,,,,Rocktown,"Hueco Simulator",,,Complete,,,
863,,,,2020-01-20,Boulder,2020-01-19,"Inspired by an Idiot",,,,,V6,V6,19,,,"Sent - Multiple Tries",,,,,,Rocktown,"Idiot Roof Area",,,Complete,,,
864,,,,2020-01-20,Boulder,2020-01-19,"The Helicopter",,,,,V6,V6,19,,,"Sent - Multiple Tries",,,,,,Rocktown,"Helicopter Area",,,Complete,,,
865,,,,2020-01-20,Boulder,2020-01-19,"The Scoop",,,,,V3,V3,15,,,Flash,,,,,,Rocktown,"Back Street Boulders",,,Complete,,,
866,,,,2020-01-20,Boulder,2020-01-19,"Drug Test Policy",,,,,V7,V7,20,,,"Attempted - No Send",,,,,,Rocktown,"Police Brutality",,,Complete,,,
867,,,,2020-01-20,Boulder,2020-01-19,Blue,,,,,V6,V6,19,,,"Attempted - No Send",,,,,,Rocktown,"Asphalt Boulders",,,Complete,,,
868,,,,2020-01-20,Boulder,2020-01-19,"Breaking and Entering",,,,,V5,V5,18,,,"Sent - Multiple Tries",,,,,,Rocktown,Orb,,,Complete,,,
869,,,,2020-01-20,Boulder,2020-01-19,"Soap on a Rope",,,,,V5,V5,18,,,"Attempted - No Send",,,,,,Rocktown,Orb,,,Complete,,,
870,,,,2020-01-27,Route,2020-01-26,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
871,,,,2020-01-27,Route,2020-01-26,"Deep Throat",5.10a,5.10a,,,,,9,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
872,,,,2020-01-27,Route,2020-01-26,"Hidden Treasure",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,x2,"Jackson Falls","Lovely Tower",,,Complete,,,
873,,,,2020-01-27,Route,2020-01-26,"Lovely Arete",5.11a,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
874,,,,2020-01-27,Route,2020-01-26,"Everybody Needs Friends",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beavery Wall",,,Complete,,,
875,,,,2020-01-27,Route,2020-01-26,"Shorty the Pimp",5.13a,5.13a,,,,,21,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
876,,,,2020-01-27,Route,2020-01-26,"Flingin' Hog",5.10d,5.10d,,,,,12,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
877,,,,2020-02-02,Route,2020-02-02,"Cheerio Bowl",,5.10a,,,,,9,Sport,"Top Rope",,Repeat,,Followed,,,"Jackson Falls","Pricker Peak",37.5023656,-88.6866961,Complete,,,
878,,,,2020-02-02,Route,2020-02-02,"Stubborn Swede",,5.8,,,,,7,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Monument",37.5023656,-88.6866961,Complete,,,
879,,,,2020-02-02,Route,2020-02-02,"The Monument",,5.9,,,,,8,Sport,"Top Rope",,Repeat,,,,Repeat?,"Jackson Falls","The Monument",37.5023656,-88.6866961,Complete,,,
880,,,,2020-02-02,Route,2020-02-02,"Gully Gee Whiz",,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Town Square",37.500447,-88.6878577,Complete,,,
881,,,,2020-02-02,Route,2020-02-02,Skipper,,5.10b,,,,,10,Sport,"Top Rope",,Repeat,,Followed,,,"Jackson Falls","SS Minnow",37.4999442,-88.6873736,Complete,,,
882,,,,2020-02-02,Route,2020-02-02,"Lasso the Vulture",,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Ranch",,,Complete,,,
883,,,,2020-02-02,Route,2020-02-02,"Cowboys and Crossdressers",,5.12a,,,,,17,Sport,"Hang/Attempted - No Send",,Repeat,,,,"Two tries","Jackson Falls","The Ranch",,,Complete,,,
884,,,,2020-02-02,Route,2020-02-02,Industry,,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,X2,"Jackson Falls","Industry Wall",37.5041759,-88.6846161,Complete,,,
885,,,,2020-02-10,Route,2020-02-09,"Ladies Delight",,5.10a,,,,,9,Sport,"Red Point",,Repeat,,,,,"Denny Cove","Ladies Delight",,,Complete,,,
886,,,,2020-02-10,Route,2020-02-09,"Will Feral",,5.10d,,,,,12,Sport,Flash,,,,,,,"Denny Cove","Pig Wall",,,Complete,,,
887,,,,2020-02-10,Route,2020-02-09,"Slop 'N Pop",,5.11a,,,,,13,Sport,Onsight,,,,,,,"Denny Cove","Pig Wall",,,Complete,,,
888,,,,2020-02-10,Route,2020-02-09,"China King",,5.11d,,,,,16,Sport,Flash,,,,,,,"Denny Cove","Buffet Wall",,,Complete,,,
889,,,,2020-02-10,Route,2020-02-09,"Empire of Dirt",,5.12a,,,,,17,Sport,"Hang/Attempted - No Send",,,,,,,"Denny Cove","Buffet Wall",,,Complete,,,
890,,,,2020-02-10,Route,2020-02-09,"Donald Pumb",,5.12b,,,,,18,Sport,"Hang/Attempted - No Send",,,,,,,"Denny Cove","Buffet Wall",,,Complete,,,
891,,,,2020-02-17,Route,2020-02-16,"Wild at Heart",,5.11b,,,,,14,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Railroad Rock",,,Complete,,,
892,,,,2020-02-17,Route,2020-02-16,"Wild at Heart",,5.11b,,,,,14,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Railroad Rock",,,Complete,,,
893,,,,2020-02-17,Route,2020-02-16,Electrocutioner,,5.7,,,,,6,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Railroad Rock",,,Complete,,,
894,,,,2020-02-17,Route,2020-02-16,"The Drifter",,5.11c,,,,,15,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","Railroad Rock",,,Complete,,,
895,,,,2020-02-17,Route,2020-02-16,"The Drifter",,5.11c,,,,,15,Sport,"Red Point",,,"Second Go",,,,"Jackson Falls","Railroad Rock",,,Complete,,,
896,,,,2020-02-17,Route,2020-02-16,"Astrological Soul Train",,5.10d,,,,,12,Sport,Onsight,,,,,,,"Jackson Falls","Railroad Rock",,,Complete,,,
897,,,,2020-02-17,Route,2020-02-16,"Where's My Bourban",,5.12d,,,,,20,Sport,"Hang/Attempted - No Send",,,,,,"Hard! Bailed at first bolt","Jackson Falls","Railroad Rock",,,Complete,,,
898,,,,2020-02-17,Route,2020-02-16,"Permission Denied",,5.12b,,,,,18,Sport,"Hang/Attempted - No Send",,,,,,"Wet at top, bailed at last bolt","Jackson Falls","Railroad Rock",,,Complete,,,
899,,,,2020-02-17,Route,2020-02-16,"Underroos For Kangaroos",,5.10a,,,,,9,Sport,Flash,,,,,,,"Jackson Falls","Big Star Wall",,,Complete,,,
900,,,,2020-02-17,Route,2020-02-16,"Everybody Needs Friends",,5.12c,,,,,19,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
901,,,,2020-02-17,Route,2020-02-16,"Everybody Needs Friends",,5.12c,,,,,19,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
902,,,,2020-02-25,Route,2020-02-23,"Butter Chubs",,5.7,,,,,6,Sport,Flash,,,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
903,,,,2020-02-25,Route,2020-02-23,"Head in the Toilet",,5.8,,,,,7,Sport,Onsight,,,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
904,,,,2020-02-25,Route,2020-02-23,"240 Shorty",,5.9,,,,,8,Sport,Flash,,,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
905,,,,2020-02-25,Route,2020-02-23,Strutin,,5.8,,,,,7,Sport,Onsight,,,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
906,,,,2020-02-25,Route,2020-02-23,Noob,,5.9,,,,,8,Sport,Onsight,,,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
907,,,,2020-02-25,Route,2020-02-23,"Cloudy With a Chance of Rockfall",,5.10a,,,,,9,Sport,Onsight,,,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
908,,,,2020-02-25,Route,2020-02-23,"Injection Burn",,5.10b,,,,,10,Sport,Onsight,,,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
909,,,,2020-02-25,Route,2020-02-23,Loaded,,5.11a,,,,,13,Sport,Onsight,,,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
910,,,,2020-02-25,Route,2020-02-23,Nameless,,5.10,,,,,,Sport,Onsight,,,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
911,,,,2020-02-25,Route,2020-02-23,Nameless,,5.10,,,,,,Sport,"Red Point",,Repeat,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
912,,,,2020-02-25,Route,2020-02-23,"Sex Noises",,5.11,,,,,,Sport,Onsight,,,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
913,,,,2020-02-25,Route,2020-02-23,"Sex Noises",,5.11,,,,,,Sport,"Red Point",,Repeat,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
914,,,,2020-02-25,Route,2020-02-23,"Unnamed 1",,5.10a,,,,,9,Sport,Flash,,,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
915,,,,2020-02-25,Route,2020-02-23,"That Thing You Do",,5.10,,,,,,Sport,Onsight,,,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
916,,,,2020-02-25,Route,2020-02-23,Faith,,5.10,,,,,,Sport,Onsight,,,,,,,"Yellow Bluff","Right Side Wall",,,Complete,,,
917,,,,2020-03-02,Route,2020-03-01,"Whee Doggies",,5.8,,,,,7,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","SS Minnow",,,Complete,,,
918,,,,2020-03-02,Route,2020-03-01,"Possum Grits",,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","SS Minnow",,,Complete,,,
919,,,,2020-03-02,Route,2020-03-01,Skipper,,5.10a,,,,,9,Sport,"Top Rope",,Repeat,,Followed,,,"Jackson Falls","SS Minnow",,,Complete,,,
920,,,,2020-03-02,Route,2020-03-01,"Ever Ready Betty",,5.12a,,,,,17,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","The Ranch",,,Complete,,,
921,,,,2020-03-02,Route,2020-03-01,"Thrill Jill",,5.12b,,,,,18,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","The Ranch",,,Complete,,,
922,,,,2020-03-02,Route,2020-03-01,"Thrill Jill",,5.12b,,,,,18,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","The Ranch",,,Complete,,,
923,,,,2020-03-02,Route,2020-03-01,"Kill Bill",,5.10a,,,,,9,Sport,Onsight,,,,,,,"Jackson Falls","The Ranch",,,Complete,,,
924,,,,2020-03-02,Route,2020-03-01,Industry,,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Industry Wall",,,Complete,,,
925,,,,2020-03-02,Route,2020-03-01,Industry,,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Industry Wall",,,Complete,,,
926,,,,2020-03-02,Route,2020-03-01,"Fat and Sassy",,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Rainy Day Roof",,,Complete,,,
927,,,,2020-03-09,Route,2020-03-08,"Group Therapy",,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
928,,,,2020-03-09,Route,2020-03-08,"Group Therapy",,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
929,,,,2020-03-09,Route,2020-03-08,"Who Let the Snakes Out",,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
930,,,,2020-03-09,Route,2020-03-08,"Who Let the Snakes Out",,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
931,,,,2020-03-09,Route,2020-03-08,"Umbrella Girl",,5.12c,,,,,19,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
932,,,,2020-03-09,Route,2020-03-08,"Discovering Sin",,5.13a,,,,,21,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
933,,,,2020-03-09,Route,2020-03-08,"Discovering Sin",,5.13a,,,,,21,Sport,"Red Point",,,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
934,,,,2020-03-09,Route,2020-03-08,"Detox Mountain",,5.12c,,,,,19,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Hidden Peaks",,,Complete,,,
935,,,,2020-03-09,Route,2020-03-08,"Cocktail Generation",,5.12d,,,,,20,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","Hidden Peaks",,,Complete,,,
936,,,,2020-03-09,Route,2020-03-08,"Cocktail Generation",,5.12d,,,,,20,Sport,"Red Point",,,"Second Go",,,,"Jackson Falls","Hidden Peaks",,,Complete,,,
937,,,,2020-03-15,Route,2020-03-15,"Group Therapy",,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,X2,"Jackson Falls","The Galley",,,Complete,,,
938,,,,2020-03-15,Route,2020-03-15,Psychotherapy,,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,X2,"Jackson Falls","The Gallery",,,Complete,,,
939,,,,2020-03-15,Route,2020-03-15,"Shock Therapy",,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
940,,,,2020-03-15,Route,2020-03-15,"Who Needs Friends",,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
941,,,,2020-03-15,Route,2020-03-15,"Who Needs Friends",,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
942,,,,2020-03-15,Route,2020-03-15,Echolocation,,5.12b,,,,,18,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","Mr. Jimmy",,,Complete,,,
